,Year,Month,Jurisdiction,Number,Time
2058,2009,May,Nova Scotia,46.0,2009-05-01
2076,2009,May,Ontario,110.0,2009-05-01
2114,2009,May,Yukon,9.0,2009-05-01
2089,2009,May,Prince Edward Island,5.0,2009-05-01
2034,2009,May,Manitoba,35.0,2009-05-01
2025,2009,May,British Columbia,197.0,2009-05-01
3451,2009,May,Canada,1326.0,2009-05-01
2109,2009,June,Saskatchewan,201.0,2009-06-01
2059,2009,June,Nova Scotia,8.0,2009-06-01
3449,2009,June,Canada,1612.0,2009-06-01
2051,2009,June,Newfoundland and Labrador,27.0,2009-06-01
2068,2009,June,Northwest Territories,15.0,2009-06-01
2077,2009,June,Ontario,140.0,2009-06-01
2087,2009,June,Prince Edward Island,0.0,2009-06-01
2043,2009,June,New Brunswick,11.0,2009-06-01
2013,2009,June,Alberta,454.0,2009-06-01
2100,2009,June,Quebec,195.0,2009-06-01
2026,2009,June,British Columbia,459.0,2009-06-01
2115,2009,June,Yukon,30.0,2009-06-01
2035,2009,June,Manitoba,72.0,2009-06-01
2086,2009,July,Prince Edward Island,0.0,2009-07-01
2044,2009,July,New Brunswick,3.0,2009-07-01
2036,2009,July,Manitoba,21.0,2009-07-01
2110,2009,July,Saskatchewan,14.0,2009-07-01
2069,2009,July,Northwest Territories,10.0,2009-07-01
2101,2009,July,Quebec,21.0,2009-07-01
3448,2009,July,Canada,1568.0,2009-07-01
2116,2009,July,Yukon,60.0,2009-07-01
2014,2009,July,Alberta,170.0,2009-07-01
2078,2009,July,Ontario,42.0,2009-07-01
2052,2009,July,Newfoundland and Labrador,29.0,2009-07-01
2060,2009,July,Nova Scotia,7.0,2009-07-01
2027,2009,July,British Columbia,1191.0,2009-07-01
2111,2009,August,Saskatchewan,17.0,2009-08-01
2117,2009,August,Yukon,16.0,2009-08-01
2102,2009,August,Quebec,26.0,2009-08-01
2028,2009,August,British Columbia,632.0,2009-08-01
2045,2009,August,New Brunswick,18.0,2009-08-01
2015,2009,August,Alberta,179.0,2009-08-01
2082,2009,August,Prince Edward Island,0.0,2009-08-01
2079,2009,August,Ontario,20.0,2009-08-01
2070,2009,August,Northwest Territories,13.0,2009-08-01
2061,2009,August,Nova Scotia,14.0,2009-08-01
2053,2009,August,Newfoundland and Labrador,4.0,2009-08-01
2037,2009,August,Manitoba,11.0,2009-08-01
3444,2009,August,Canada,950.0,2009-08-01
2112,2009,September,Saskatchewan,29.0,2009-09-01
2062,2009,September,Nova Scotia,7.0,2009-09-01
2103,2009,September,Quebec,32.0,2009-09-01
3454,2009,September,Canada,677.0,2009-09-01
2054,2009,September,Newfoundland and Labrador,8.0,2009-09-01
2046,2009,September,New Brunswick,17.0,2009-09-01
2038,2009,September,Manitoba,26.0,2009-09-01
2029,2009,September,British Columbia,337.0,2009-09-01
2080,2009,September,Ontario,46.0,2009-09-01
2092,2009,September,Prince Edward Island,0.0,2009-09-01
2071,2009,September,Northwest Territories,1.0,2009-09-01
2016,2009,September,Alberta,174.0,2009-09-01
2006,2009,October,Alberta,45.0,2009-10-01
2039,2009,October,New Brunswick,3.0,2009-10-01
2074,2009,October,Ontario,6.0,2009-10-01
2095,2009,October,Quebec,2.0,2009-10-01
2031,2009,October,Manitoba,17.0,2009-10-01
2091,2009,October,Prince Edward Island,0.0,2009-10-01
3453,2009,October,Canada,122.0,2009-10-01
2019,2009,October,British Columbia,49.0,2009-10-01
2040,2009,November,New Brunswick,3.0,2009-11-01
2007,2009,November,Alberta,17.0,2009-11-01
2032,2009,November,Manitoba,1.0,2009-11-01
2096,2009,November,Quebec,7.0,2009-11-01
3452,2009,November,Canada,34.0,2009-11-01
2090,2009,November,Prince Edward Island,0.0,2009-11-01
2020,2009,November,British Columbia,5.0,2009-11-01
2106,2009,November,Saskatchewan,1.0,2009-11-01
2008,2009,December,Alberta,10.0,2009-12-01
2083,2009,December,Prince Edward Island,0.0,2009-12-01
3445,2009,December,Canada,15.0,2009-12-01
2021,2009,December,British Columbia,2.0,2009-12-01
2113,2009,December,Yukon,3.0,2009-12-01
2218,2010,January,Yukon,1.0,2010-01-01
2118,2010,January,Alberta,7.0,2010-01-01
2192,2010,January,Prince Edward Island,0.0,2010-01-01
2210,2010,January,Saskatchewan,1.0,2010-01-01
2130,2010,January,British Columbia,2.0,2010-01-01
3460,2010,January,Canada,11.0,2010-01-01
2122,2010,February,Alberta,6.0,2010-02-01
3459,2010,February,Canada,8.0,2010-02-01
2134,2010,February,British Columbia,2.0,2010-02-01
2191,2010,February,Prince Edward Island,0.0,2010-02-01
2162,2010,March,Newfoundland and Labrador,2.0,2010-03-01
3463,2010,March,Canada,188.0,2010-03-01
2212,2010,March,Saskatchewan,1.0,2010-03-01
2170,2010,March,Nova Scotia,59.0,2010-03-01
2135,2010,March,British Columbia,30.0,2010-03-01
2203,2010,March,Quebec,11.0,2010-03-01
2181,2010,March,Ontario,34.0,2010-03-01
2195,2010,March,Prince Edward Island,0.0,2010-03-01
2152,2010,March,New Brunswick,3.0,2010-03-01
2123,2010,March,Alberta,48.0,2010-03-01
3456,2010,April,Canada,1096.0,2010-04-01
2213,2010,April,Saskatchewan,56.0,2010-04-01
2204,2010,April,Quebec,108.0,2010-04-01
2188,2010,April,Prince Edward Island,1.0,2010-04-01
2124,2010,April,Alberta,338.0,2010-04-01
2182,2010,April,Ontario,199.0,2010-04-01
2171,2010,April,Nova Scotia,114.0,2010-04-01
2136,2010,April,British Columbia,135.0,2010-04-01
2163,2010,April,Newfoundland and Labrador,7.0,2010-04-01
2153,2010,April,New Brunswick,47.0,2010-04-01
2144,2010,April,Manitoba,91.0,2010-04-01
2205,2010,May,Quebec,251.0,2010-05-01
2196,2010,May,Prince Edward Island,3.0,2010-05-01
2183,2010,May,Ontario,334.0,2010-05-01
2174,2010,May,Northwest Territories,5.0,2010-05-01
2172,2010,May,Nova Scotia,63.0,2010-05-01
2164,2010,May,Newfoundland and Labrador,5.0,2010-05-01
2154,2010,May,New Brunswick,52.0,2010-05-01
2145,2010,May,Manitoba,62.0,2010-05-01
2220,2010,May,Yukon,20.0,2010-05-01
2214,2010,May,Saskatchewan,103.0,2010-05-01
2125,2010,May,Alberta,381.0,2010-05-01
3464,2010,May,Canada,1370.0,2010-05-01
2137,2010,May,British Columbia,91.0,2010-05-01
2194,2010,June,Prince Edward Island,0.0,2010-06-01
2184,2010,June,Ontario,83.0,2010-06-01
3462,2010,June,Canada,1102.0,2010-06-01
2175,2010,June,Northwest Territories,81.0,2010-06-01
2173,2010,June,Nova Scotia,9.0,2010-06-01
2215,2010,June,Saskatchewan,166.0,2010-06-01
2165,2010,June,Newfoundland and Labrador,4.0,2010-06-01
2206,2010,June,Quebec,154.0,2010-06-01
2221,2010,June,Yukon,38.0,2010-06-01
2126,2010,June,Alberta,349.0,2010-06-01
2146,2010,June,Manitoba,79.0,2010-06-01
2155,2010,June,New Brunswick,7.0,2010-06-01
2138,2010,June,British Columbia,132.0,2010-06-01
2176,2010,July,Northwest Territories,121.0,2010-07-01
3461,2010,July,Canada,2145.0,2010-07-01
2147,2010,July,Manitoba,211.0,2010-07-01
2127,2010,July,Alberta,506.0,2010-07-01
2193,2010,July,Prince Edward Island,0.0,2010-07-01
2216,2010,July,Saskatchewan,190.0,2010-07-01
2185,2010,July,Ontario,166.0,2010-07-01
2166,2010,July,Newfoundland and Labrador,4.0,2010-07-01
2156,2010,July,New Brunswick,14.0,2010-07-01
2207,2010,July,Quebec,89.0,2010-07-01
2222,2010,July,Yukon,18.0,2010-07-01
2139,2010,July,British Columbia,826.0,2010-07-01
2140,2010,August,British Columbia,392.0,2010-08-01
2189,2010,August,Prince Edward Island,0.0,2010-08-01
2186,2010,August,Ontario,80.0,2010-08-01
3457,2010,August,Canada,996.0,2010-08-01
2223,2010,August,Yukon,10.0,2010-08-01
2177,2010,August,Northwest Territories,13.0,2010-08-01
2208,2010,August,Quebec,95.0,2010-08-01
2148,2010,August,Manitoba,115.0,2010-08-01
2128,2010,August,Alberta,174.0,2010-08-01
2167,2010,August,Newfoundland and Labrador,11.0,2010-08-01
2157,2010,August,New Brunswick,42.0,2010-08-01
2217,2010,August,Saskatchewan,64.0,2010-08-01
3467,2010,September,Canada,182.0,2010-09-01
2209,2010,September,Quebec,21.0,2010-09-01
2199,2010,September,Prince Edward Island,0.0,2010-09-01
2187,2010,September,Ontario,12.0,2010-09-01
2129,2010,September,Alberta,49.0,2010-09-01
2178,2010,September,Northwest Territories,4.0,2010-09-01
2168,2010,September,Newfoundland and Labrador,6.0,2010-09-01
2141,2010,September,British Columbia,52.0,2010-09-01
2158,2010,September,New Brunswick,11.0,2010-09-01
2149,2010,September,Manitoba,27.0,2010-09-01
2160,2010,October,Newfoundland and Labrador,3.0,2010-10-01
2201,2010,October,Quebec,7.0,2010-10-01
2198,2010,October,Prince Edward Island,0.0,2010-10-01
2179,2010,October,Ontario,23.0,2010-10-01
3466,2010,October,Canada,157.0,2010-10-01
2131,2010,October,British Columbia,54.0,2010-10-01
2219,2010,October,Yukon,2.0,2010-10-01
2211,2010,October,Saskatchewan,1.0,2010-10-01
2142,2010,October,Manitoba,3.0,2010-10-01
2119,2010,October,Alberta,62.0,2010-10-01
2150,2010,October,New Brunswick,2.0,2010-10-01
3465,2010,November,Canada,51.0,2010-11-01
2197,2010,November,Prince Edward Island,0.0,2010-11-01
2120,2010,November,Alberta,26.0,2010-11-01
2180,2010,November,Ontario,2.0,2010-11-01
2202,2010,November,Quebec,4.0,2010-11-01
2132,2010,November,British Columbia,11.0,2010-11-01
2169,2010,November,Nova Scotia,5.0,2010-11-01
2161,2010,November,Newfoundland and Labrador,1.0,2010-11-01
2151,2010,November,New Brunswick,1.0,2010-11-01
2143,2010,November,Manitoba,1.0,2010-11-01
2133,2010,December,British Columbia,4.0,2010-12-01
2190,2010,December,Prince Edward Island,0.0,2010-12-01
3458,2010,December,Canada,7.0,2010-12-01
2121,2010,December,Alberta,3.0,2010-12-01
2235,2011,January,British Columbia,2.0,2011-01-01
2224,2011,January,Alberta,2.0,2011-01-01
2292,2011,January,Prince Edward Island,0.0,2011-01-01
3473,2011,January,Canada,4.0,2011-01-01
3472,2011,February,Canada,2.0,2011-02-01
2238,2011,February,British Columbia,2.0,2011-02-01
2291,2011,February,Prince Edward Island,0.0,2011-02-01
2266,2011,March,Nova Scotia,20.0,2011-03-01
2295,2011,March,Prince Edward Island,0.0,2011-03-01
2239,2011,March,British Columbia,9.0,2011-03-01
2228,2011,March,Alberta,1.0,2011-03-01
3476,2011,March,Canada,30.0,2011-03-01
3469,2011,April,Canada,338.0,2011-04-01
2288,2011,April,Prince Edward Island,2.0,2011-04-01
2254,2011,April,New Brunswick,23.0,2011-04-01
2240,2011,April,British Columbia,48.0,2011-04-01
2248,2011,April,Manitoba,6.0,2011-04-01
2229,2011,April,Alberta,140.0,2011-04-01
2311,2011,April,Saskatchewan,20.0,2011-04-01
2317,2011,April,Yukon,1.0,2011-04-01
2303,2011,April,Quebec,4.0,2011-04-01
2260,2011,April,Newfoundland and Labrador,2.0,2011-04-01
2267,2011,April,Nova Scotia,62.0,2011-04-01
2282,2011,April,Ontario,30.0,2011-04-01
2312,2011,May,Saskatchewan,144.0,2011-05-01
2261,2011,May,Newfoundland and Labrador,14.0,2011-05-01
2283,2011,May,Ontario,145.0,2011-05-01
2249,2011,May,Manitoba,39.0,2011-05-01
2318,2011,May,Yukon,24.0,2011-05-01
2241,2011,May,British Columbia,67.0,2011-05-01
2273,2011,May,Northwest Territories,14.0,2011-05-01
2230,2011,May,Alberta,405.0,2011-05-01
3477,2011,May,Canada,950.0,2011-05-01
2296,2011,May,Prince Edward Island,1.0,2011-05-01
2304,2011,May,Quebec,63.0,2011-05-01
2268,2011,May,Nova Scotia,9.0,2011-05-01
2255,2011,May,New Brunswick,25.0,2011-05-01
2231,2011,June,Alberta,115.0,2011-06-01
2262,2011,June,Newfoundland and Labrador,5.0,2011-06-01
2319,2011,June,Yukon,13.0,2011-06-01
2269,2011,June,Nova Scotia,6.0,2011-06-01
2274,2011,June,Northwest Territories,78.0,2011-06-01
2313,2011,June,Saskatchewan,68.0,2011-06-01
2284,2011,June,Ontario,129.0,2011-06-01
2250,2011,June,Manitoba,38.0,2011-06-01
2305,2011,June,Quebec,75.0,2011-06-01
2294,2011,June,Prince Edward Island,0.0,2011-06-01
3475,2011,June,Canada,602.0,2011-06-01
2242,2011,June,British Columbia,68.0,2011-06-01
2256,2011,June,New Brunswick,7.0,2011-06-01
2270,2011,July,Nova Scotia,8.0,2011-07-01
2306,2011,July,Quebec,71.0,2011-07-01
2320,2011,July,Yukon,14.0,2011-07-01
2293,2011,July,Prince Edward Island,0.0,2011-07-01
3474,2011,July,Canada,1006.0,2011-07-01
2257,2011,July,New Brunswick,11.0,2011-07-01
2243,2011,July,British Columbia,115.0,2011-07-01
2275,2011,July,Northwest Territories,85.0,2011-07-01
2263,2011,July,Newfoundland and Labrador,5.0,2011-07-01
2285,2011,July,Ontario,398.0,2011-07-01
2251,2011,July,Manitoba,106.0,2011-07-01
2314,2011,July,Saskatchewan,19.0,2011-07-01
2232,2011,July,Alberta,174.0,2011-07-01
2286,2011,August,Ontario,401.0,2011-08-01
2321,2011,August,Yukon,1.0,2011-08-01
2271,2011,August,Nova Scotia,7.0,2011-08-01
2307,2011,August,Quebec,58.0,2011-08-01
2289,2011,August,Prince Edward Island,0.0,2011-08-01
2276,2011,August,Northwest Territories,22.0,2011-08-01
2244,2011,August,British Columbia,223.0,2011-08-01
2315,2011,August,Saskatchewan,15.0,2011-08-01
3470,2011,August,Canada,979.0,2011-08-01
2252,2011,August,Manitoba,82.0,2011-08-01
2233,2011,August,Alberta,160.0,2011-08-01
2258,2011,August,New Brunswick,1.0,2011-08-01
2264,2011,August,Newfoundland and Labrador,9.0,2011-08-01
2287,2011,September,Ontario,171.0,2011-09-01
3480,2011,September,Canada,502.0,2011-09-01
2277,2011,September,Northwest Territories,2.0,2011-09-01
2299,2011,September,Prince Edward Island,1.0,2011-09-01
2322,2011,September,Yukon,3.0,2011-09-01
2253,2011,September,Manitoba,19.0,2011-09-01
2234,2011,September,Alberta,135.0,2011-09-01
2245,2011,September,British Columbia,107.0,2011-09-01
2308,2011,September,Quebec,29.0,2011-09-01
2316,2011,September,Saskatchewan,28.0,2011-09-01
2272,2011,September,Nova Scotia,2.0,2011-09-01
2265,2011,September,Newfoundland and Labrador,5.0,2011-09-01
2236,2011,October,British Columbia,37.0,2011-10-01
3479,2011,October,Canada,205.0,2011-10-01
2246,2011,October,Manitoba,27.0,2011-10-01
2225,2011,October,Alberta,44.0,2011-10-01
2309,2011,October,Saskatchewan,13.0,2011-10-01
2298,2011,October,Prince Edward Island,0.0,2011-10-01
2301,2011,October,Quebec,26.0,2011-10-01
2279,2011,October,Ontario,58.0,2011-10-01
2297,2011,November,Prince Edward Island,0.0,2011-11-01
2310,2011,November,Saskatchewan,1.0,2011-11-01
2280,2011,November,Ontario,4.0,2011-11-01
3478,2011,November,Canada,51.0,2011-11-01
2247,2011,November,Manitoba,6.0,2011-11-01
2302,2011,November,Quebec,5.0,2011-11-01
2226,2011,November,Alberta,29.0,2011-11-01
2237,2011,November,British Columbia,6.0,2011-11-01
3471,2011,December,Canada,6.0,2011-12-01
2290,2011,December,Prince Edward Island,0.0,2011-12-01
2281,2011,December,Ontario,3.0,2011-12-01
2227,2011,December,Alberta,3.0,2011-12-01
2334,2012,January,British Columbia,2.0,2012-01-01
2383,2012,January,Ontario,1.0,2012-01-01
2397,2012,January,Prince Edward Island,0.0,2012-01-01
3486,2012,January,Canada,17.0,2012-01-01
2323,2012,January,Alberta,14.0,2012-01-01
2338,2012,February,British Columbia,2.0,2012-02-01
2326,2012,February,Alberta,3.0,2012-02-01
3485,2012,February,Canada,5.0,2012-02-01
2396,2012,February,Prince Edward Island,0.0,2012-02-01
3489,2012,March,Canada,161.0,2012-03-01
2364,2012,March,Newfoundland and Labrador,1.0,2012-03-01
2339,2012,March,British Columbia,6.0,2012-03-01
2400,2012,March,Prince Edward Island,0.0,2012-03-01
2417,2012,March,Saskatchewan,1.0,2012-03-01
2386,2012,March,Ontario,16.0,2012-03-01
2356,2012,March,New Brunswick,8.0,2012-03-01
2408,2012,March,Quebec,14.0,2012-03-01
2347,2012,March,Manitoba,11.0,2012-03-01
2327,2012,March,Alberta,32.0,2012-03-01
2371,2012,March,Nova Scotia,72.0,2012-03-01
2348,2012,April,Manitoba,51.0,2012-04-01
2409,2012,April,Quebec,113.0,2012-04-01
3482,2012,April,Canada,905.0,2012-04-01
2340,2012,April,British Columbia,74.0,2012-04-01
2418,2012,April,Saskatchewan,40.0,2012-04-01
2387,2012,April,Ontario,136.0,2012-04-01
2365,2012,April,Newfoundland and Labrador,20.0,2012-04-01
2393,2012,April,Prince Edward Island,2.0,2012-04-01
2372,2012,April,Nova Scotia,157.0,2012-04-01
2328,2012,April,Alberta,123.0,2012-04-01
2357,2012,April,New Brunswick,189.0,2012-04-01
2358,2012,May,New Brunswick,49.0,2012-05-01
2388,2012,May,Ontario,276.0,2012-05-01
2341,2012,May,British Columbia,168.0,2012-05-01
2424,2012,May,Yukon,4.0,2012-05-01
2378,2012,May,Northwest Territories,12.0,2012-05-01
2329,2012,May,Alberta,456.0,2012-05-01
2373,2012,May,Nova Scotia,35.0,2012-05-01
2349,2012,May,Manitoba,42.0,2012-05-01
3490,2012,May,Canada,1329.0,2012-05-01
2366,2012,May,Newfoundland and Labrador,14.0,2012-05-01
2410,2012,May,Quebec,181.0,2012-05-01
2419,2012,May,Saskatchewan,89.0,2012-05-01
2401,2012,May,Prince Edward Island,3.0,2012-05-01
2330,2012,June,Alberta,124.0,2012-06-01
2399,2012,June,Prince Edward Island,1.0,2012-06-01
2389,2012,June,Ontario,125.0,2012-06-01
2350,2012,June,Manitoba,61.0,2012-06-01
2359,2012,June,New Brunswick,22.0,2012-06-01
3488,2012,June,Canada,725.0,2012-06-01
2367,2012,June,Newfoundland and Labrador,31.0,2012-06-01
2425,2012,June,Yukon,74.0,2012-06-01
2374,2012,June,Nova Scotia,22.0,2012-06-01
2379,2012,June,Northwest Territories,76.0,2012-06-01
2420,2012,June,Saskatchewan,38.0,2012-06-01
2342,2012,June,British Columbia,57.0,2012-06-01
2411,2012,June,Quebec,94.0,2012-06-01
3487,2012,July,Canada,2509.0,2012-07-01
2426,2012,July,Yukon,29.0,2012-07-01
2421,2012,July,Saskatchewan,169.0,2012-07-01
2412,2012,July,Quebec,268.0,2012-07-01
2343,2012,July,British Columbia,417.0,2012-07-01
2390,2012,July,Ontario,710.0,2012-07-01
2380,2012,July,Northwest Territories,148.0,2012-07-01
2375,2012,July,Nova Scotia,32.0,2012-07-01
2368,2012,July,Newfoundland and Labrador,36.0,2012-07-01
2331,2012,July,Alberta,410.0,2012-07-01
2360,2012,July,New Brunswick,26.0,2012-07-01
2351,2012,July,Manitoba,263.0,2012-07-01
2398,2012,July,Prince Edward Island,1.0,2012-07-01
2344,2012,August,British Columbia,642.0,2012-08-01
3483,2012,August,Canada,1422.0,2012-08-01
2376,2012,August,Nova Scotia,26.0,2012-08-01
2391,2012,August,Ontario,181.0,2012-08-01
2427,2012,August,Yukon,19.0,2012-08-01
2381,2012,August,Northwest Territories,43.0,2012-08-01
2369,2012,August,Newfoundland and Labrador,9.0,2012-08-01
2361,2012,August,New Brunswick,28.0,2012-08-01
2352,2012,August,Manitoba,43.0,2012-08-01
2394,2012,August,Prince Edward Island,1.0,2012-08-01
2332,2012,August,Alberta,272.0,2012-08-01
2413,2012,August,Quebec,86.0,2012-08-01
2422,2012,August,Saskatchewan,72.0,2012-08-01
2404,2012,September,Prince Edward Island,0.0,2012-09-01
2428,2012,September,Yukon,1.0,2012-09-01
2333,2012,September,Alberta,170.0,2012-09-01
2382,2012,September,Northwest Territories,10.0,2012-09-01
2377,2012,September,Nova Scotia,9.0,2012-09-01
2414,2012,September,Quebec,32.0,2012-09-01
2370,2012,September,Newfoundland and Labrador,4.0,2012-09-01
2362,2012,September,New Brunswick,12.0,2012-09-01
3493,2012,September,Canada,655.0,2012-09-01
2392,2012,September,Ontario,175.0,2012-09-01
2353,2012,September,Manitoba,22.0,2012-09-01
2345,2012,September,British Columbia,205.0,2012-09-01
2423,2012,September,Saskatchewan,15.0,2012-09-01
2403,2012,October,Prince Edward Island,0.0,2012-10-01
2406,2012,October,Quebec,7.0,2012-10-01
2415,2012,October,Saskatchewan,2.0,2012-10-01
2354,2012,October,New Brunswick,3.0,2012-10-01
2346,2012,October,Manitoba,6.0,2012-10-01
3492,2012,October,Canada,154.0,2012-10-01
2324,2012,October,Alberta,40.0,2012-10-01
2335,2012,October,British Columbia,83.0,2012-10-01
2384,2012,October,Ontario,13.0,2012-10-01
3491,2012,November,Canada,12.0,2012-11-01
2325,2012,November,Alberta,2.0,2012-11-01
2407,2012,November,Quebec,3.0,2012-11-01
2402,2012,November,Prince Edward Island,0.0,2012-11-01
2385,2012,November,Ontario,2.0,2012-11-01
2355,2012,November,New Brunswick,1.0,2012-11-01
2336,2012,November,British Columbia,2.0,2012-11-01
2416,2012,November,Saskatchewan,2.0,2012-11-01
2337,2012,December,British Columbia,1.0,2012-12-01
2395,2012,December,Prince Edward Island,0.0,2012-12-01
3484,2012,December,Canada,1.0,2012-12-01
2429,2013,January,Alberta,1.0,2013-01-01
3499,2013,January,Canada,2.0,2013-01-01
2441,2013,January,British Columbia,1.0,2013-01-01
2497,2013,January,Prince Edward Island,0.0,2013-01-01
2433,2013,February,Alberta,3.0,2013-02-01
3498,2013,February,Canada,3.0,2013-02-01
2496,2013,February,Prince Edward Island,0.0,2013-02-01
3502,2013,March,Canada,36.0,2013-03-01
2473,2013,March,Nova Scotia,3.0,2013-03-01
2500,2013,March,Prince Edward Island,0.0,2013-03-01
2434,2013,March,Alberta,9.0,2013-03-01
2445,2013,March,British Columbia,21.0,2013-03-01
2460,2013,March,New Brunswick,3.0,2013-03-01
2508,2013,April,Quebec,64.0,2013-04-01
3495,2013,April,Canada,458.0,2013-04-01
2486,2013,April,Ontario,19.0,2013-04-01
2493,2013,April,Prince Edward Island,4.0,2013-04-01
2474,2013,April,Nova Scotia,59.0,2013-04-01
2515,2013,April,Saskatchewan,4.0,2013-04-01
2453,2013,April,Manitoba,3.0,2013-04-01
2461,2013,April,New Brunswick,176.0,2013-04-01
2446,2013,April,British Columbia,85.0,2013-04-01
2468,2013,April,Newfoundland and Labrador,7.0,2013-04-01
2435,2013,April,Alberta,37.0,2013-04-01
3503,2013,May,Canada,1453.0,2013-05-01
2462,2013,May,New Brunswick,123.0,2013-05-01
2509,2013,May,Quebec,164.0,2013-05-01
2501,2013,May,Prince Edward Island,3.0,2013-05-01
2436,2013,May,Alberta,529.0,2013-05-01
2454,2013,May,Manitoba,71.0,2013-05-01
2475,2013,May,Nova Scotia,85.0,2013-05-01
2516,2013,May,Saskatchewan,177.0,2013-05-01
2492,2013,May,Prince Edward Island,1.0,2013-05-01
2487,2013,May,Ontario,140.0,2013-05-01
2469,2013,May,Newfoundland and Labrador,21.0,2013-05-01
2521,2013,May,Yukon,7.0,2013-05-01
2480,2013,May,Northwest Territories,4.0,2013-05-01
2447,2013,May,British Columbia,128.0,2013-05-01
2522,2013,June,Yukon,100.0,2013-06-01
3501,2013,June,Canada,873.0,2013-06-01
2481,2013,June,Northwest Territories,152.0,2013-06-01
2448,2013,June,British Columbia,101.0,2013-06-01
2437,2013,June,Alberta,132.0,2013-06-01
2499,2013,June,Prince Edward Island,1.0,2013-06-01
2510,2013,June,Quebec,89.0,2013-06-01
2517,2013,June,Saskatchewan,51.0,2013-06-01
2470,2013,June,Newfoundland and Labrador,10.0,2013-06-01
2455,2013,June,Manitoba,106.0,2013-06-01
2463,2013,June,New Brunswick,7.0,2013-06-01
2476,2013,June,Nova Scotia,2.0,2013-06-01
2488,2013,June,Ontario,122.0,2013-06-01
2449,2013,July,British Columbia,367.0,2013-07-01
2438,2013,July,Alberta,211.0,2013-07-01
2456,2013,July,Manitoba,169.0,2013-07-01
2511,2013,July,Quebec,138.0,2013-07-01
2464,2013,July,New Brunswick,34.0,2013-07-01
2471,2013,July,Newfoundland and Labrador,22.0,2013-07-01
3500,2013,July,Canada,1270.0,2013-07-01
2498,2013,July,Prince Edward Island,1.0,2013-07-01
2482,2013,July,Northwest Territories,77.0,2013-07-01
2518,2013,July,Saskatchewan,48.0,2013-07-01
2489,2013,July,Ontario,168.0,2013-07-01
2477,2013,July,Nova Scotia,6.0,2013-07-01
2523,2013,July,Yukon,29.0,2013-07-01
2519,2013,August,Saskatchewan,115.0,2013-08-01
3496,2013,August,Canada,1632.0,2013-08-01
2457,2013,August,Manitoba,103.0,2013-08-01
2465,2013,August,New Brunswick,7.0,2013-08-01
2472,2013,August,Newfoundland and Labrador,7.0,2013-08-01
2478,2013,August,Nova Scotia,17.0,2013-08-01
2483,2013,August,Northwest Territories,19.0,2013-08-01
2494,2013,August,Prince Edward Island,1.0,2013-08-01
2490,2013,August,Ontario,105.0,2013-08-01
2512,2013,August,Quebec,40.0,2013-08-01
2524,2013,August,Yukon,39.0,2013-08-01
2439,2013,August,Alberta,180.0,2013-08-01
2450,2013,August,British Columbia,999.0,2013-08-01
2504,2013,September,Prince Edward Island,0.0,2013-09-01
2451,2013,September,British Columbia,131.0,2013-09-01
2484,2013,September,Northwest Territories,5.0,2013-09-01
2479,2013,September,Nova Scotia,2.0,2013-09-01
2513,2013,September,Quebec,15.0,2013-09-01
2520,2013,September,Saskatchewan,48.0,2013-09-01
2458,2013,September,Manitoba,43.0,2013-09-01
2525,2013,September,Yukon,2.0,2013-09-01
2491,2013,September,Ontario,20.0,2013-09-01
3506,2013,September,Canada,401.0,2013-09-01
2440,2013,September,Alberta,135.0,2013-09-01
2514,2013,October,Saskatchewan,6.0,2013-10-01
2430,2013,October,Alberta,26.0,2013-10-01
2506,2013,October,Quebec,15.0,2013-10-01
3505,2013,October,Canada,103.0,2013-10-01
2503,2013,October,Prince Edward Island,0.0,2013-10-01
2467,2013,October,Newfoundland and Labrador,2.0,2013-10-01
2459,2013,October,New Brunswick,3.0,2013-10-01
2485,2013,October,Ontario,8.0,2013-10-01
2442,2013,October,British Columbia,43.0,2013-10-01
2502,2013,November,Prince Edward Island,0.0,2013-11-01
2452,2013,November,Manitoba,1.0,2013-11-01
2431,2013,November,Alberta,15.0,2013-11-01
3504,2013,November,Canada,20.0,2013-11-01
2507,2013,November,Quebec,3.0,2013-11-01
2443,2013,November,British Columbia,1.0,2013-11-01
3497,2013,December,Canada,3.0,2013-12-01
2432,2013,December,Alberta,1.0,2013-12-01
2444,2013,December,British Columbia,2.0,2013-12-01
2495,2013,December,Prince Edward Island,0.0,2013-12-01
2537,2014,January,British Columbia,1.0,2014-01-01
2526,2014,January,Alberta,9.0,2014-01-01
2589,2014,January,Prince Edward Island,,2014-01-01
3512,2014,January,Canada,10.0,2014-01-01
2540,2014,February,British Columbia,4.0,2014-02-01
3511,2014,February,Canada,4.0,2014-02-01
2588,2014,February,Prince Edward Island,,2014-02-01
3515,2014,March,Canada,23.0,2014-03-01
2541,2014,March,British Columbia,10.0,2014-03-01
2592,2014,March,Prince Edward Island,,2014-03-01
2578,2014,March,Ontario,1.0,2014-03-01
2565,2014,March,Nova Scotia,1.0,2014-03-01
2530,2014,March,Alberta,11.0,2014-03-01
2549,2014,April,Manitoba,5.0,2014-04-01
2531,2014,April,Alberta,81.0,2014-04-01
2542,2014,April,British Columbia,107.0,2014-04-01
2572,2014,April,Northwest Territories,1.0,2014-04-01
2607,2014,April,Saskatchewan,5.0,2014-04-01
2566,2014,April,Nova Scotia,41.0,2014-04-01
2585,2014,April,Prince Edward Island,,2014-04-01
